0	40	37.24875193	127.07613	22	3	2	1	1	1	1
0	40	37.24877607	127.0761317	22	5	2	1	2	1	1
0	40	37.24876491	127.076122	22	5	2	1	2	1	1
0	40	37.24876491	127.076122	22	5	2	1	1	1	1
0	37	37.25225413	127.0800328	23	5	2	1	1	1	1
0	37	37.25225413	127.0800328	23	17	2	1	2	1	1
0	37	37.25225413	127.0800328	23	17	2	1	2	1	1
0	37	37.25225413	127.0800328	23	17	2	1	1	1	1
0	92	37.2417389	127.0800257	2	1	1	1	1	1	1
0	92	37.2417389	127.0800257	2	1	1	1	1	1	1
0	62	37.2522737	127.0804029	16	1	1	1	1	1	2
0.97878927	61	37.24988087	127.0806261	16	3	1	1	1	1	2
4.2886963	60	37.24315092	127.0806289	16	3	1	1	1	1	2
5.350223	60	37.24289863	127.0806045	16	3	1	1	1	1	2
0	60	37.24285339	127.0806005	16	3	1	1	1	1	2
3.6563075	60	37.24268027	127.0805984	16	3	1	1	1	1	2
0	92	37.2417389	127.0800257	2	5	1	1	1	1	1
0	92	37.2417389	127.0800257	2	5	1	1	2	1	1
0	92	37.2417389	127.0800257	2	5	1	1	2	1	1
1.05278	91	37.24215265	127.0806354	2	5	1	1	2	1	1
1.0392058	91	37.24221445	127.0805886	2	5	1	1	2	1	1
0.83337635	91	37.24367241	127.079881	3	5	1	1	2	1	1
0.7388779	91	37.24366936	127.0798749	3	5	1	1	2	1	1
0.78777426	89	37.25221	127.0802992	3	5	1	1	1	1	1
0.53849655	62	37.25106432	127.0808599	16	5	1	1	1	1	2
0	61	37.25103228	127.0808652	16	5	1	1	2	1	2
0	61	37.25014938	127.0806568	16	5	1	1	2	1	2
0.8623545	61	37.25000337	127.0806839	16	5	1	1	2	1	2
5.435237	60	37.24380565	127.0791882	16	5	1	1	1	1	2
7.0967383	60	37.24356709	127.0794974	16	5	1	1	2	1	2
5.4533086	60	37.24343553	127.0798786	16	5	1	1	2	1	2
6.2440586	60	37.24344436	127.0802757	16	5	1	1	2	1	2
5.0626445	60	37.24349425	127.0805335	16	5	1	1	2	1	2
4.075333	60	37.24338378	127.0806881	16	5	1	1	2	1	2
0	60	37.24285339	127.0806005	16	5	1	1	2	1	2
0	60	37.24285339	127.0806005	16	5	1	1	2	1	2
0	60	37.24285339	127.0806005	16	5	1	1	1	1	2
0	60	37.24285339	127.0806005	16	5	1	1	1	1	2
0	47	37.2395679	127.0835041	19	5	1	1	2	1	1
0	47	37.2395679	127.0835041	19	5	1	1	2	1	1
0	47	37.2395679	127.0835041	19	5	1	1	2	1	1
0.9574672	61	37.24991187	127.0806574	16	11	1	1	1	1	2
